Comparison	change	target_id	b	InterPro_new	CAZyme_new	Protease_new	KO	secreted_consensus	lichen_ortho
Edge / Apothecia	apothecium	XANPAGTX0501_008331-T1	-2.30206010592949	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_002184-T1	-2.30467519547916	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_004966-T1	-2.31705861232811	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_001959-T1	-2.36223745518913	IPR000095 CRIB domain, IPR000719 Protein kinase domain, IPR008271 Serine/threonine-protein kinase, active site, IPR011009 Protein kinase-like domain superfamily, IPR017441 Protein kinase, ATP binding site, IPR033923 p21 activated kinase binding domain, IPR036936 CRIB domain superfamily	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_001063-T1	-2.3696062263814	NA	NA	NA		TRUE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_008284-T1	-2.42904543381408	IPR029044 Nucleotide-diphospho-sugar transferases	GT2_Glyco_tranf_2	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_008782-T1	-2.43140730992303	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_001966-T1	-2.43670638499269	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_003209-T1	-2.43760046526963	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_008009-T1	-2.44481302801995	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_001962-T1	-2.45616440234093	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_008007-T1	-2.47971483085148	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_007397-T1	-2.48678319115333	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_000378-T1	-2.49090225508089	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_009602-T1	-2.50087952356722	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_006951-T1	-2.50792014306835	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_002164-T1	-2.52773365079221	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_001856-T1	-2.59247714069457	IPR037176 Osmotin/thaumatin-like superfamily	NA	NA		TRUE	TRUE
Edge / Apothecia	apothecium	XANPAGTX0501_007900-T1	-2.63656276221288	NA	NA	NA		FALSE	TRUE
Edge / Apothecia	apothecium	XANPAGTX0501_006327-T1	-2.64984860331108	IPR018466 Yeast cell wall synthesis Kre9/Knh1-like, N-terminal	NA	NA		TRUE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_002506-T1	-2.7264746440325	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_010050-T2	-2.75757993144406	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_003211-T1	-2.9319990334698	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_007239-T1	-3.42090616644813	IPR027417 P-loop containing nucleoside triphosphate hydrolase	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_008519-T2	-4.61746986403396	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	edge	XANPAGTX0501_010431-T1	1.52335851109981	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	edge	XANPAGTX0501_001015-T1	1.33980721737927	IPR001153 Barwin domain, IPR009009 RlpA-like protein, double-psi beta-barrel domain, IPR036908 RlpA-like domain superfamily	NA	NA		TRUE	FALSE
Edge / Apothecia	edge	XANPAGTX0501_006189-T1	1.2755087866427	IPR011701 Major facilitator superfamily, IPR020846 Major facilitator superfamily domain, IPR036259 MFS transporter superfamily	NA	NA		FALSE	FALSE
Edge / Apothecia	edge	XANPAGTX0501_002706-T1	1.12981661164943	IPR002129 Pyridoxal phosphate-dependent decarboxylase, IPR015421 Pyridoxal phosphate-dependent transferase, major domain, IPR015424 Pyridoxal phosphate-dependent transferase	NA	NA		FALSE	FALSE
Edge / Apothecia	edge	XANPAGTX0501_004034-T1	1.12181855376119	NA	NA	NA		TRUE	FALSE
Edge / Apothecia	edge	XANPAGTX0501_010624-T1	1.12153480317843	IPR023631 Amidase signature domain, IPR036928 Amidase signature (AS) superfamily	NA	NA		TRUE	FALSE
Edge / Apothecia	edge	XANPAGTX0501_004943-T2	1.1173156062962	IPR002020 Citrate synthase, IPR016142 Citrate synthase-like, large alpha subdomain, IPR016143 Citrate synthase-like, small alpha subdomain, IPR019810 Citrate synthase active site, IPR036969 Citrate synthase superfamily	NA	NA	K01647	FALSE	FALSE
Edge / Apothecia	edge	XANPAGTX0501_006869-T1	1.09992921608996	IPR008979 Galactose-binding-like domain superfamily, IPR017853 Glycoside hydrolase superfamily, IPR024655 Asl1-like, glycosyl hydrolase catalytic domain	GH128	NA		TRUE	FALSE
Edge / Apothecia	edge	XANPAGTX0501_004633-T1	1.0946949649735	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	edge	XANPAGTX0501_010430-T1	1.09366657019112	IPR000542 Acyltransferase ChoActase/COT/CPT, IPR001227 Acyl transferase domain superfamily, IPR006162 Phosphopantetheine attachment site, IPR009081 Phosphopantetheine binding ACP domain, IPR011032 GroES-like superfamily, IPR013217 Methyltransferase type 12, IPR013968 Polyketide synthase, ketoreductase domain, IPR014030 Beta-ketoacyl synthase, N-terminal, IPR014031 Beta-ketoacyl synthase, C-terminal, IPR014043 Acyl transferase, IPR016035 Acyl transferase/acyl hydrolase/lysophospholipase, IPR016036 Malonyl-CoA ACP transacylase, ACP-binding, IPR016039 Thiolase-like, IPR020801 None, IPR020806 Polyketide synthase, phosphopantetheine-binding domain, IPR020807 Polyketide synthase, dehydratase domain, IPR020841 Polyketide synthase, beta-ketoacyl synthase domain, IPR020843 Polyketide synthase, enoylreductase domain, IPR029063 S-adenosyl-L-methionine-dependent methyltransferase superfamily, IPR032821 Polyketide synthase, C-terminal extension, IPR036291 NAD(P)-binding domain superfamily, IPR036736 ACP-like superfamily, IPR039551 Choline/carnitine acyltransferase domain, IPR042104 Polyketide synthase, dehydratase domain superfamily, IPR042231 Choline/Carnitine o-acyltransferase, domain 2, IPR042232 None	NA	NA	K12443	FALSE	TRUE
Edge / Apothecia	edge	XANPAGTX0501_001458-T1	1.02644866556893	IPR002889 Carbohydrate-binding WSC, IPR018535 Domain of unknown function DUF1996	NA	NA		TRUE	FALSE
Edge / Apothecia	edge	XANPAGTX0501_009181-T1	1.02466203882853	IPR008427 Extracellular membrane protein, CFEM domain	NA	NA		TRUE	TRUE
Edge / Apothecia	edge	XANPAGTX0501_008853-T1	1.00314453627105	IPR009799 EthD domain, IPR011008 Dimeric alpha-beta barrel	NA	NA		FALSE	FALSE
Edge / Center	centre	XANPAGTX0501_005615-T1	-1.00910907161358	NA	NA	NA		FALSE	FALSE
Edge / Center	centre	XANPAGTX0501_005614-T1	-1.07586257227834	NA	NA	NA		FALSE	FALSE
Edge / Center	centre	XANPAGTX0501_008007-T1	-1.15594307547534	NA	NA	NA		FALSE	FALSE
Edge / Center	centre	XANPAGTX0501_002184-T1	-1.17365346501019	NA	NA	NA		FALSE	FALSE
Edge / Center	centre	XANPAGTX0501_001949-T1	-1.18761452078928	NA	NA	NA		FALSE	FALSE
Edge / Center	centre	XANPAGTX0501_002506-T1	-1.19463609242384	NA	NA	NA		FALSE	FALSE
Edge / Center	centre	XANPAGTX0501_008856-T1	-1.27829676627521	IPR001810 F-box domain, IPR032675 Leucine-rich repeat domain superfamily	NA	NA		FALSE	TRUE
Edge / Center	centre	XANPAGTX0501_009886-T1	-1.29299015661355	NA	NA	NA		TRUE	FALSE
Edge / Center	centre	XANPAGTX0501_009927-T1	-1.61970689094688	NA	NA	NA		FALSE	TRUE
