From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
A0A0S7DZK1	A0A0S7DZK1		A0A0S7DZK1_9EURO	deleted			
A0A1L9PTM0	A0A1L9PTM0	unreviewed	A0A1L9PTM0_ASPVE	FAD-binding PCMH-type domain-containing protein	ASPVEDRAFT_86246	Aspergillus versicolor CBS 583.65	510
A0A1Y2DVM2	A0A1Y2DVM2	unreviewed	A0A1Y2DVM2_9PEZI	FAD-binding PCMH-type domain-containing protein	BCR38DRAFT_475286	Pseudomassariella vexata	510
A0A6A6H5I8	A0A6A6H5I8	unreviewed	A0A6A6H5I8_9PEZI	FAD-binding domain-containing protein	EV356DRAFT_486990	Viridothelium virens	505
A0A6A7ARW9	A0A6A7ARW9	unreviewed	A0A6A7ARW9_9PLEO	GMC oxidoreductase	T440DRAFT_502089	Plenodomus tracheiphilus IPT5	612
A0A6A4HEV5	A0A6A4HEV5	unreviewed	A0A6A4HEV5_9AGAR	Alcohol oxidase	BT96DRAFT_922144	Gymnopus androsaceus JB14	594
A0A0K8LES4	A0A0K8LES4		A0A0K8LES4_9EURO	deleted			
A0A4U0XVS6	A0A4U0XVS6	unreviewed	A0A4U0XVS6_9PEZI	Glucose-methanol-choline oxidoreductase N-terminal domain-containing protein	B0A55_03965	Friedmanniomyces simplex	915
A0A0C3PKH5	A0A0C3PKH5	unreviewed	A0A0C3PKH5_PHLG1	Glucose-methanol-choline oxidoreductase N-terminal domain-containing protein	PHLGIDRAFT_128050	Phlebiopsis gigantea (strain 11061_1 CR5-6) (White-rot fungus) (Peniophora gigantea)	616
A0A6A6P5T9	A0A6A6P5T9	unreviewed	A0A6A6P5T9_9PEZI	Heme peroxidase	BDY21DRAFT_204088	Lineolata rhizophorae	1013
A0A5M9MPZ6	A0A5M9MPZ6	unreviewed	A0A5M9MPZ6_9EURO	WSC domain-containing protein	ATNIH1004_008052	Aspergillus tanneri	508
G3J4S5	G3J4S5	unreviewed	G3J4S5_CORMM	Carbohydrate-binding WSC	CCM_01398	Cordyceps militaris (strain CM01) (Caterpillar fungus)	539
A0A072PVC9	A0A072PVC9	unreviewed	A0A072PVC9_9EURO	WSC domain-containing protein	A1O9_04379	Exophiala aquamarina CBS 119918	744
A0A4Q4ZE45	A0A4Q4ZE45	unreviewed	A0A4Q4ZE45_9PEZI	Peroxidase	DL770_005022	Monosporascus sp. CRB-9-2	944
A0A2C5YVE0	A0A2C5YVE0	unreviewed	A0A2C5YVE0_9HYPO	deuterolysin (EC 3.4.24.39)	CDD82_5831	Ophiocordyceps australis	437
A0A5M8Q482	A0A5M8Q482	unreviewed	A0A5M8Q482_9LECA	Uncharacterized protein	FRX48_00907	Lasallia pustulata	470
A0A2K9YE87	A0A2K9YE87	unreviewed	A0A2K9YE87_CLAUC	Uncharacterized protein		Cladonia uncialis subsp. uncialis	441
A0A813GV99	A0A813GV99	unreviewed	A0A813GV99_POLGL	Uncharacterized protein	PGLA1383_LOCUS43982 PGLA2088_LOCUS26467	Polarella glacialis (Dinoflagellate)	218
A0A2I0S4R5	A0A2I0S4R5		A0A2I0S4R5_9PEZI	deleted			
A0A0F4GR13	A0A0F4GR13	unreviewed	A0A0F4GR13_9PEZI	Uncharacterized protein	TI39_contig357g00023	Zymoseptoria brevis	399
A0A1Y6LJM6	A0A1Y6LJM6	unreviewed	A0A1Y6LJM6_ZYMTR	Uncharacterized protein	ZT1A5_G6037	Zymoseptoria tritici ST99CH_1A5	262
A0A6G1LJS7	A0A6G1LJS7	unreviewed	A0A6G1LJS7_9PEZI	Yeast cell wall synthesis Kre9/Knh1-like N-terminal domain-containing protein	EJ03DRAFT_172426	Teratosphaeria nubilosa	332
A0A2I0RYD0	A0A2I0RYD0		A0A2I0RYD0_9PEZI	deleted			
A0A4Q4Q6L2	A0A4Q4Q6L2	unreviewed	A0A4Q4Q6L2_9PLEO	Ecp2 effector protein domain-containing protein	AA0113_g11627	Alternaria arborescens	179
W7MMU6	W7MMU6	unreviewed	W7MMU6_GIBM7	Ecp2 effector protein domain-containing protein	FVEG_11151	Gibberella moniliformis (strain M3125 / FGSC 7600) (Maize ear and stalk rot fungus) (Fusarium verticillioides)	165
A0A3M2SRX6	A0A3M2SRX6	unreviewed	A0A3M2SRX6_9HYPO	Cyanovirin-N domain-containing protein	CDV36_000149	Fusarium kuroshium	155
A0A4Q4Z3S6	A0A4Q4Z3S6	unreviewed	A0A4Q4Z3S6_9PEZI	Uncharacterized protein	DL770_005599	Monosporascus sp. CRB-9-2	195
A0A251UQR0	A0A251UQR0	unreviewed	A0A251UQR0_HELAN	Gnk2-like domain-containing protein	HannXRQ_Chr05g0144931 HanXRQr2_Chr05g0215041	Helianthus annuus (Common sunflower)	296
A0A1Y2AVJ5	A0A1Y2AVJ5	unreviewed	A0A1Y2AVJ5_9TREE	WSC domain-containing protein	BCR39DRAFT_256661	Naematelia encephala	582
A0A1Y2B2Z9	A0A1Y2B2Z9	unreviewed	A0A1Y2B2Z9_9TREE	WSC domain-containing protein	BCR39DRAFT_588408	Naematelia encephala	618
A0A1E3IIY0	A0A1E3IIY0	unreviewed	A0A1E3IIY0_9TREE	DUF1996 domain-containing protein	L203_02557	Cryptococcus depauperatus CBS 7841	438
A0A1E3I4W0	A0A1E3I4W0	unreviewed	A0A1E3I4W0_9TREE	DUF1996 domain-containing protein	L202_01817	Cryptococcus amylolentus CBS 6039	478
M5G529	M5G529	unreviewed	M5G529_DACPD	DUF1996 domain-containing protein	DACRYDRAFT_115095	Dacryopinax primogenitus (strain DJM 731) (Brown rot fungus)	370
A0A0F7STC2	A0A0F7STC2	unreviewed	A0A0F7STC2_PHARH	Alpha-galactosidase (EC 3.2.1.22) (Melibiase)		Phaffia rhodozyma (Yeast) (Xanthophyllomyces dendrorhous)	474
A0A2N5US34	A0A2N5US34	unreviewed	A0A2N5US34_9BASI	Alpha-galactosidase (EC 3.2.1.22) (Melibiase)	PCASD_07774	Puccinia coronata f. sp. avenae	504
A0A180GC54	A0A180GC54	unreviewed	A0A180GC54_PUCT1	Alpha-galactosidase (EC 3.2.1.22) (Melibiase)	PTTG_00700	Puccinia triticina (isolate 1-1 / race 1 (BBBD)) (Brown leaf rust fungus)	446
A0A349DA78	A0A349DA78	unreviewed	A0A349DA78_9FIRM	Alpha-galactosidase (EC 3.2.1.22) (Melibiase)	DCS04_00995	Oscillospiraceae bacterium	184
A0A4D4N5I4	A0A4D4N5I4	unreviewed	A0A4D4N5I4_STRAX	Alpha-galactosidase (EC 3.2.1.22) (Melibiase)	SAV31267_092050	Streptomyces avermitilis	279
A0A3M7FU59	A0A3M7FU59	unreviewed	A0A3M7FU59_HORWE	FAD-binding PCMH-type domain-containing protein	D0862_09600	Hortaea werneckii	521
A0A3M7CH44	A0A3M7CH44	unreviewed	A0A3M7CH44_HORWE	FAD-binding PCMH-type domain-containing protein	D0863_14614	Hortaea werneckii	470
A0A6V8GYI9	A0A6V8GYI9	unreviewed	A0A6V8GYI9_TALPI	FAD-binding oxidoreductase	TCE0_015f01509	Talaromyces pinophilus (Penicillium pinophilum)	857
A0A4Q4T9D4	A0A4Q4T9D4	unreviewed	A0A4Q4T9D4_9PEZI	FAD-binding PCMH-type domain-containing protein	DL764_005338	Monosporascus ibericus	808
A0A6V8R4L6	A0A6V8R4L6	unreviewed	A0A6V8R4L6_9HYPO	FAD-dependent monooxygenase CTB5	TASIC1_0012023500	Trichoderma asperellum	485
A0A5N6L017	A0A5N6L017	unreviewed	A0A5N6L017_9ROSI	Uncharacterized protein	FH972_024255	Carpinus fangiana	479
A0A2B7X216	A0A2B7X216	unreviewed	A0A2B7X216_9EURO	Uncharacterized protein	AJ80_08793	Polytolypa hystricis UAMH7299	503
A0A180G8L3	A0A180G8L3	unreviewed	A0A180G8L3_PUCT1	Uncharacterized protein	PTTG_09234	Puccinia triticina (isolate 1-1 / race 1 (BBBD)) (Brown leaf rust fungus)	577
E3KFN7	E3KFN7	unreviewed	E3KFN7_PUCGT	Uncharacterized protein	PGTG_09054	Puccinia graminis f. sp. tritici (strain CRL 75-36-700-3 / race SCCL) (Black stem rust fungus)	429
F4RJI2	F4RJI2	unreviewed	F4RJI2_MELLP	Secreted protein	MELLADRAFT_105841	Melampsora larici-populina (strain 98AG31 / pathotype 3-4-7) (Poplar leaf rust fungus)	486
W3WJ19	W3WJ19	unreviewed	W3WJ19_PESFW	Uncharacterized protein	PFICI_15097	Pestalotiopsis fici (strain W106-1 / CGMCC3.15140)	226
W3WUU5	W3WUU5	unreviewed	W3WUU5_PESFW	Ubiquitin 3 binding protein But2 C-terminal domain-containing protein	PFICI_12018	Pestalotiopsis fici (strain W106-1 / CGMCC3.15140)	211
A0A6A6IHM5	A0A6A6IHM5	unreviewed	A0A6A6IHM5_9PLEO	Ubiquitin 3 binding protein But2 C-terminal domain-containing protein	BU26DRAFT_318047	Trematosphaeria pertusa	202
A0A6G1HDV5	A0A6G1HDV5	unreviewed	A0A6G1HDV5_9PEZI	Uncharacterized protein	K402DRAFT_400099	Aulographum hederae CBS 113979	814
A0A2M9BV95	A0A2M9BV95	unreviewed	A0A2M9BV95_9MICO	Carbohydrate binding protein	CLV54_1664	Compostimonas suwonensis	898
A0A1L7WPW4	A0A1L7WPW4	unreviewed	A0A1L7WPW4_9HELO	Uncharacterized protein	PAC_04704	Phialocephala subalpina	201
A0A4Q4TRC8	A0A4Q4TRC8	unreviewed	A0A4Q4TRC8_9PEZI	Alkaline phosphatase (EC 3.1.3.1)	DL764_000977	Monosporascus ibericus	632
A0A1U8QLT4	A0A1U8QLT4		A0A1U8QLT4_EMENI	deleted			
A0A7C8JU78	A0A7C8JU78	unreviewed	A0A7C8JU78_ORBOL	LysM domain-containing protein	TWF703_007625	Orbilia oligospora (Nematode-trapping fungus) (Arthrobotrys oligospora)	664
A0A4T0VE05	A0A4T0VE05	unreviewed	A0A4T0VE05_9PEZI	deuterolysin (EC 3.4.24.39)	CH35J_012437	Colletotrichum higginsianum	200
A0A3M7M8C2	A0A3M7M8C2	unreviewed	A0A3M7M8C2_9PLEO	deuterolysin (EC 3.4.24.39)	GMOD_00000896	Pyrenophora seminiperda CCB06	317
A0A439DC96	A0A439DC96	unreviewed	A0A439DC96_9PEZI	deuterolysin (EC 3.4.24.39)	EKO27_g3112	Xylaria grammica	354
W9CPR4	W9CPR4	unreviewed	W9CPR4_SCLBF	deuterolysin (EC 3.4.24.39)	SBOR_1820	Sclerotinia borealis (strain F-4128)	479
A0A7X4Y0F9	A0A7X4Y0F9		A0A7X4Y0F9_9GAMM	deleted			
A0A4S8SXU7	A0A4S8SXU7	unreviewed	A0A4S8SXU7_AURPU	feruloyl esterase (EC 3.1.1.73)	D6D28_01357	Aureobasidium pullulans (Black yeast) (Pullularia pullulans)	834
A0A6A6EZB6	A0A6A6EZB6	unreviewed	A0A6A6EZB6_9PEZI	Extracellular membrane protein CFEM domain-containing protein	CERZMDRAFT_108084	Cercospora zeae-maydis SCOH1-5	1223
A0A4S9HI98	A0A4S9HI98	unreviewed	A0A4S9HI98_AURPU	feruloyl esterase (EC 3.1.1.73)	D6D05_06698	Aureobasidium pullulans (Black yeast) (Pullularia pullulans)	936
A0A4V4K3D9	A0A4V4K3D9	unreviewed	A0A4V4K3D9_AURPU	feruloyl esterase (EC 3.1.1.73)	D6C99_02901	Aureobasidium pullulans (Black yeast) (Pullularia pullulans)	455
A0A814MPK0	A0A814MPK0	unreviewed	A0A814MPK0_ADIRI	Apple domain-containing protein	EDS130_LOCUS30451 XAT740_LOCUS17318	Adineta ricciae (Rotifer)	377
A0A1W9VTK2	A0A1W9VTK2	unreviewed	A0A1W9VTK2_9BACT	Peptidase M14 carboxypeptidase A domain-containing protein	B6226_01015	Candidatus Cloacimonetes bacterium 4572_65	920
A0A4R6MXZ4	A0A4R6MXZ4		A0A4R6MXZ4_9BACL	deleted			
A0A661ZIP8	A0A661ZIP8	unreviewed	A0A661ZIP8_UNCBA	T9SS type A sorting domain-containing protein	DRI94_02630	Bacteroidota bacterium	922
A0A7C2TG21	A0A7C2TG21	unreviewed	A0A7C2TG21_UNCCH	CBM-cenC domain-containing protein	ENQ84_19245	Chloroflexota bacterium	330
A0A3D3HF20	A0A3D3HF20	unreviewed	A0A3D3HF20_9BACT	Secretion system C-terminal sorting domain-containing protein	DIS74_07090	Bacteroidales bacterium	382
A0A7C8GXG9	A0A7C8GXG9		A0A7C8GXG9_TALMA	deleted			
A0A2T5M4Z2	A0A2T5M4Z2	unreviewed	A0A2T5M4Z2_9EURO	CBM-cenC domain-containing protein	P175DRAFT_0500172	Aspergillus ochraceoroseus IBT 24754	466
A0A524PH72	A0A524PH72	unreviewed	A0A524PH72_9BACT	Alpha-L-arabinofuranosidase	E4G95_07350	Bacteroidia bacterium	654
A0A4U3LLZ9	A0A4U3LLZ9	unreviewed	A0A4U3LLZ9_9ACTN	DUF4185 domain-containing protein	FDA38_34215	Kribbella jiaozuonensis	458
A0A7R7EKR9	A0A7R7EKR9	unreviewed	A0A7R7EKR9_9FIRM	Arabinogalactan endo-beta-1,4-galactanase (EC 3.2.1.89)	bsdtb5_18630	Anaeromicropila herbilytica	1035
M5CC50	M5CC50	unreviewed	M5CC50_THACB	Peptidyl-Lys metalloendopeptidase (EC 3.4.24.20)	MEP BN14_11021	Thanatephorus cucumeris (strain AG1-IB / isolate 7/3/14) (Lettuce bottom rot fungus) (Rhizoctonia solani)	167
A0A0A1UJG8	A0A0A1UJG8	unreviewed	A0A0A1UJG8_9AGAM	Peptidyl-lys metalloendopeptidase	RSOL_305190	Rhizoctonia solani AG-3 Rhs1AP	230
G8S6Y6	G8S6Y6	unreviewed	G8S6Y6_ACTS5	Peptidyl-Lys metalloendopeptidase (EC 3.4.24.20)	ACPL_4120	Actinoplanes sp. (strain ATCC 31044 / CBS 674.73 / SE50/110)	370
A0A0A1UK97	A0A0A1UK97	unreviewed	A0A0A1UK97_9AGAM	Peptidyl-lys metalloendopeptidase	RSOL_305150	Rhizoctonia solani AG-3 Rhs1AP	244
A0A820QVP5	A0A820QVP5	unreviewed	A0A820QVP5_9BILA	Lysine-specific metallo-endopeptidase domain-containing protein	JQV615_LOCUS33239 SJO388_LOCUS43514 YTW244_LOCUS42017	Rotaria sp. Silwood2	273
A0A178CLW4	A0A178CLW4	unreviewed	A0A178CLW4_9EURO	Extracellular membrane protein CFEM domain-containing protein	AYO20_08905	Fonsecaea nubica	255
A0A0D2AVK1	A0A0D2AVK1	unreviewed	A0A0D2AVK1_9EURO	Extracellular membrane protein CFEM domain-containing protein	PV08_10057	Exophiala spinifera	197
X0KSC7	X0KSC7	unreviewed	X0KSC7_FUSOX	Extracellular membrane protein CFEM domain-containing protein	FOTG_15217	Fusarium oxysporum f. sp. vasinfectum 25433	97
U4L0N7	U4L0N7	unreviewed	U4L0N7_PYROM	Extracellular membrane protein CFEM domain-containing protein	PCON_07357	Pyronema omphalodes (strain CBS 100304) (Pyronema confluens)	192
A0A4Y7TFY0	A0A4Y7TFY0	unreviewed	A0A4Y7TFY0_COPMI	Extracellular membrane protein CFEM domain-containing protein	FA13DRAFT_1813187	Coprinellus micaceus (Glistening ink-cap mushroom) (Coprinus micaceus)	167
A0A0D1XMT6	A0A0D1XMT6	unreviewed	A0A0D1XMT6_9PEZI	Peptidase A1 domain-containing protein	PV09_04736	Verruconis gallopava	422
A0A179H365	A0A179H365	unreviewed	A0A179H365_PURLI	Peptidase A1 (Type I transmembrane sorting receptor)	PLICBS_002206 VFPBJ_02586 VFPFJ_04757	Purpureocillium lilacinum (Paecilomyces lilacinus)	419
A0A2B7YGS7	A0A2B7YGS7	unreviewed	A0A2B7YGS7_9EURO	Peptidase A1 domain-containing protein	AJ80_03648	Polytolypa hystricis UAMH7299	405
A0A1Y2WPJ3	A0A1Y2WPJ3	unreviewed	A0A1Y2WPJ3_9PEZI	Peptidase A1 domain-containing protein	K445DRAFT_69634	Daldinia sp. EC12	398
A0A512UD75	A0A512UD75	unreviewed	A0A512UD75_9ASCO	Peptidase A1 domain-containing protein	JCM33374_g2641	Metschnikowia sp. JCM 33374	366
A0A420NY89	A0A420NY89	unreviewed	A0A420NY89_FUSOX	Uncharacterized protein	BFJ68_g9380 BFJ69_g1798	Fusarium oxysporum (Fusarium vascular wilt)	152
A0A0D2Y3L3	A0A0D2Y3L3	unreviewed	A0A0D2Y3L3_FUSOF	Uncharacterized protein	28952305	Fusarium oxysporum (strain Fo5176) (Fusarium vascular wilt)	122
A0A2A6BVN9	A0A2A6BVN9	unreviewed	A0A2A6BVN9_PRIPA	Uncharacterized protein	WBGene00281063 PRIPAC_49186	Pristionchus pacificus (Parasitic nematode)	76
N4UA79	N4UA79	unreviewed	N4UA79_FUSC1	EGF-like domain-containing protein	FOC1_g10001700	Fusarium oxysporum f. sp. cubense (strain race 1) (Panama disease fungus)	115
A0A6A6JMI9	A0A6A6JMI9	unreviewed	A0A6A6JMI9_WESOR	EGF-like domain-containing protein	EI97DRAFT_489769	Westerdykella ornata	127
A0A0G2EMW1	A0A0G2EMW1	unreviewed	A0A0G2EMW1_9EURO	Putative aspartic-type	UCRPC4_g02568	Phaeomoniella chlamydospora	449
A0A4S8ZDK6	A0A4S8ZDK6	unreviewed	A0A4S8ZDK6_AURPU	Acid protease	D6D19_09735	Aureobasidium pullulans (Black yeast) (Pullularia pullulans)	469
A0A1V6NMQ9	A0A1V6NMQ9	unreviewed	A0A1V6NMQ9_PENPO	penicillopepsin (EC 3.4.23.20)	PENPOL_c005G08427	Penicillium polonicum	445
A0A1F5LM34	A0A1F5LM34	unreviewed	A0A1F5LM34_9EURO	penicillopepsin (EC 3.4.23.20)	PENARI_c006G05815	Penicillium arizonense	419
A0A2I2GEH8	A0A2I2GEH8	unreviewed	A0A2I2GEH8_9EURO	Acid protease	P170DRAFT_446408	Aspergillus steynii IBT 23096	384
A0A6V8H8J1	A0A6V8H8J1	unreviewed	A0A6V8H8J1_TALPI	Glucose-methanol-choline oxidoreductase N-terminal domain-containing protein	TCE0_024f07306	Talaromyces pinophilus (Penicillium pinophilum)	620
A0A420RG73	A0A420RG73	unreviewed	A0A420RG73_FUSOX	Versicolorin B synthase	BFJ68_g5260	Fusarium oxysporum (Fusarium vascular wilt)	658
A0A367LR47	A0A367LR47	unreviewed	A0A367LR47_9HYPO	Glucose-methanol-choline oxidoreductase N-terminal domain-containing protein	L249_2724	Ophiocordyceps polyrhachis-furcata BCC 54312	823
A0A559MHE7	A0A559MHE7	unreviewed	A0A559MHE7_9HELO	Dehydrogenase	patE_2 LAWI1_G001854	Lachnellula willkommii	622
A0A5N7BXL9	A0A5N7BXL9	unreviewed	A0A5N7BXL9_PETAA	Glucose-methanol-choline oxidoreductase N-terminal domain-containing protein	BDV23DRAFT_163079	Petromyces alliaceus (Aspergillus alliaceus)	476
A0A1V8V0E0	A0A1V8V0E0	unreviewed	A0A1V8V0E0_9PEZI	Endonuclease/exonuclease/phosphatase domain-containing protein	B0A51_03871	Rachicladosporium sp. CCFEE 5018	616
A0A0N1H0H2	A0A0N1H0H2	unreviewed	A0A0N1H0H2_9EURO	Endonuclease/exonuclease/phosphatase domain-containing protein	AB675_1556	Phialophora attinorum	895
U7Q814	U7Q814	unreviewed	U7Q814_SPOS1	Endonuclease/exonuclease/phosphatase domain-containing protein	HMPREF1624_01511	Sporothrix schenckii (strain ATCC 58251 / de Perez 2211183) (Rose-picker's disease fungus)	806
A0A218Z1G1	A0A218Z1G1	unreviewed	A0A218Z1G1_9HELO	Endonuclease/exonuclease/phosphatase family protein	B2J93_4751	Marssonina coronariae	608
A0A428UJU1	A0A428UJU1	unreviewed	A0A428UJU1_9HYPO	Endonuclease/exonuclease/phosphatase domain-containing protein	CEP52_001198	Fusarium oligoseptatum	385
A0A559M7G4	A0A559M7G4	unreviewed	A0A559M7G4_9HELO	glucan 1,3-beta-glucosidase (EC 3.2.1.58)	EXG LAWI1_G006302	Lachnellula willkommii	407
A0A420IS96	A0A420IS96	unreviewed	A0A420IS96_9PEZI	glucan 1,3-beta-glucosidase (EC 3.2.1.58)	GcC1_064005	Golovinomyces cichoracearum	455
U1GK12	U1GK12	unreviewed	U1GK12_ENDPU	glucan 1,3-beta-glucosidase (EC 3.2.1.58)	EPUS_02962	Endocarpon pusillum (strain Z07020 / HMAS-L-300199) (Lichen-forming fungus)	552
A0A6G1L2L5	A0A6G1L2L5	unreviewed	A0A6G1L2L5_9PEZI	glucan 1,3-beta-glucosidase (EC 3.2.1.58)	EJ03DRAFT_329729	Teratosphaeria nubilosa	450
A0A5M8Q0R0	A0A5M8Q0R0	unreviewed	A0A5M8Q0R0_9LECA	glucan 1,3-beta-glucosidase (EC 3.2.1.58)	FRX48_00462	Lasallia pustulata	348
A0A1V1TF11	A0A1V1TF11	unreviewed	A0A1V1TF11_9PEZI	Uncharacterized protein	ANO14919_089680	Xylariales sp. No.14919	186
A0A439CRK1	A0A439CRK1	unreviewed	A0A439CRK1_9PEZI	alkaline phosphatase (EC 3.1.3.1)	EKO27_g10302	Xylaria grammica	655
T5A3L0	T5A3L0	unreviewed	T5A3L0_OPHSC	alkaline phosphatase (EC 3.1.3.1)	OCS_04236	Ophiocordyceps sinensis (strain Co18 / CGMCC 3.14243) (Yarsagumba caterpillar fungus) (Hirsutella sinensis)	492
A0A0D2PCM5	A0A0D2PCM5	unreviewed	A0A0D2PCM5_HYPSF	alkaline phosphatase (EC 3.1.3.1)	HYPSUDRAFT_133133	Hypholoma sublateritium (strain FD-334 SS-4)	663
A0A0D6EIT9	A0A0D6EIT9	unreviewed	A0A0D6EIT9_SPOSA	alkaline phosphatase (EC 3.1.3.1)	SPOSA6832_01510	Sporidiobolus salmonicolor (Yeast-like fungus) (Sporobolomyces salmonicolor)	317
A0A2T3AXE3	A0A2T3AXE3	unreviewed	A0A2T3AXE3_AMORE	Phytocyanin domain-containing protein	M430DRAFT_278344	Amorphotheca resinae ATCC 22711	256
A0A6A6GXA8	A0A6A6GXA8	unreviewed	A0A6A6GXA8_9PEZI	Phytocyanin domain-containing protein	EV356DRAFT_453829	Viridothelium virens	219
A0A3N4IME9	A0A3N4IME9	unreviewed	A0A3N4IME9_ASCIM	Cupredoxin	BJ508DRAFT_204083	Ascobolus immersus RN42	189
C1H3C1	C1H3C1	unreviewed	C1H3C1_PARBA	Extracellular serine-rich protein	PAAG_05264	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	248
C0SEI8	C0SEI8		C0SEI8_PARBP	deleted			
A0A2K0TQW1	A0A2K0TQW1	unreviewed	A0A2K0TQW1_9HYPO	Asl1-like glycosyl hydrolase catalytic domain-containing protein	TGAMA5MH_00968	Trichoderma gamsii	277
A0A5M3MMY0	A0A5M3MMY0	unreviewed	A0A5M3MMY0_CONPW	Asl1-like glycosyl hydrolase catalytic domain-containing protein	CONPUDRAFT_90632	Coniophora puteana (strain RWD-64-598) (Brown rot fungus)	256
A0A4S3JAS3	A0A4S3JAS3	unreviewed	A0A4S3JAS3_9EURO	Asl1-like glycosyl hydrolase catalytic domain-containing protein	EYZ11_008385	Aspergillus tanneri	266
A0A317XVD0	A0A317XVD0	unreviewed	A0A317XVD0_9BASI	Asl1-like glycosyl hydrolase catalytic domain-containing protein	BCV70DRAFT_215437	Testicularia cyperi	346
V2XY00	V2XY00	unreviewed	V2XY00_MONRO	Asl1-like glycosyl hydrolase catalytic domain-containing protein	Moror_17599	Moniliophthora roreri (strain MCA 2997) (Cocoa frosty pod rot fungus) (Crinipellis roreri)	416
Q2HDI8	Q2HDI8	unreviewed	Q2HDI8_CHAGB	Uncharacterized protein	CHGG_01716	Chaetomium globosum (strain ATCC 6205 / CBS 148.51 / DSM 1962 / NBRC 6347 / NRRL 1970) (Soil fungus)	310
A0A0D1XIR7	A0A0D1XIR7	unreviewed	A0A0D1XIR7_9PEZI	Uncharacterized protein	PV09_06380	Verruconis gallopava	259
A0A2V5GYV4	A0A2V5GYV4	unreviewed	A0A2V5GYV4_ASPV1	Uncharacterized protein	BO99DRAFT_214775	Aspergillus violaceofuscus (strain CBS 115571)	270
A0A5N6TI75	A0A5N6TI75	unreviewed	A0A5N6TI75_9EURO	Glycine-rich protein	BDV25DRAFT_58044	Aspergillus avenaceus	260
A0A167X9F6	A0A167X9F6	unreviewed	A0A167X9F6_9EURO	Glycine-rich protein	AAP_04153	Ascosphaera apis ARSEF 7405	342
A0A5N5DA29	A0A5N5DA29	unreviewed	A0A5N5DA29_9PEZI	Lysine-specific metallo-endopeptidase domain-containing protein	DBV05_g6858	Lasiodiplodia theobromae	250
A0A4Q4TCS7	A0A4Q4TCS7	unreviewed	A0A4Q4TCS7_9PEZI	Lysine-specific metallo-endopeptidase domain-containing protein	DL765_010596	Monosporascus sp. GIB2	291
A0A6A5YC36	A0A6A5YC36	unreviewed	A0A6A5YC36_9PEZI	Zincin	K490DRAFT_72221	Saccharata proteae CBS 121410	262
A0A072PZ23	A0A072PZ23	unreviewed	A0A072PZ23_9EURO	Lysine-specific metallo-endopeptidase domain-containing protein	A1O9_02427	Exophiala aquamarina CBS 119918	287
A0A072P8K2	A0A072P8K2	unreviewed	A0A072P8K2_9EURO	Lysine-specific metallo-endopeptidase domain-containing protein	A1O9_07658	Exophiala aquamarina CBS 119918	329
A0A6G1ITF1	A0A6G1ITF1	unreviewed	A0A6G1ITF1_9PLEO	Carbohydrate-binding module family 18 protein	K458DRAFT_310126	Lentithecium fluviatile CBS 122367	134
J3PGZ1	J3PGZ1	unreviewed	J3PGZ1_GAET3	Uncharacterized protein	20353229 GGTG_12771	Gaeumannomyces tritici (strain R3-111a-1) (Wheat and barley take-all root rot fungus) (Gaeumannomyces graminis var. tritici)	249
A0A517L7G4	A0A517L7G4	unreviewed	A0A517L7G4_9PEZI	Uncharacterized protein	FKW77_006039	Venturia effusa	319
A0A5M8P4M8	A0A5M8P4M8	unreviewed	A0A5M8P4M8_9BACT	Ricin B lectin domain-containing protein	EZS26_000456 EZS26_000511	Candidatus Ordinivivax streblomastigis	675
A0A1M3M846	A0A1M3M846	unreviewed	A0A1M3M846_9BACT	Uncharacterized protein	BGP01_00825	Paludibacter sp. 47-17	411
A0A1Q3M7K9	A0A1Q3M7K9	unreviewed	A0A1Q3M7K9_9BACT	Ricin B lectin domain-containing protein	BGN96_12110	Bacteroidales bacterium 45-6	663
A0A7C6G0V7	A0A7C6G0V7	unreviewed	A0A7C6G0V7_9BACT	T9SS type A sorting domain-containing protein	GXZ87_02680	Bacteroidales bacterium	655
A0A2R6VZ15	A0A2R6VZ15	unreviewed	A0A2R6VZ15_MARPO	Ricin B lectin domain-containing protein	MARPO_0343s0001	Marchantia polymorpha (Common liverwort) (Marchantia aquatica)	321
A0A395IMC3	A0A395IMC3	unreviewed	A0A395IMC3_9HELO	NodB homology domain-containing protein	DID88_009360	Monilinia fructigena	420
A0A6V8HQF3	A0A6V8HQF3	unreviewed	A0A6V8HQF3_TALPI	NodB homology domain-containing protein	TCE0_060f19184	Talaromyces pinophilus (Penicillium pinophilum)	443
A0A7H8RGX4	A0A7H8RGX4	unreviewed	A0A7H8RGX4_9EURO	RNA helicase (EC 3.6.4.13)	TRUGW13939_11004	Talaromyces rugulosus	1019
A0A1L9SAL5	A0A1L9SAL5	unreviewed	A0A1L9SAL5_9EURO	NodB homology domain-containing protein	ASPZODRAFT_2112210	Penicilliopsis zonata CBS 506.65	404
