"query","target","nident","fident","alnlen","mismatch","gapopen","qstart","qend","tstart","tend","prob","evalue","bits"
"60_FUN000935T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A0S7DZK1-F1-model_v4",237,0.495,478,241,0,1,478,30,507,1,7.946e-73,2673
"60_FUN000935T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A1L9PTM0-F1-model_v4",233,0.493,472,239,0,8,479,37,508,1,1.224e-72,2671
"60_FUN000935T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A1Y2DVM2-F1-model_v4",234,0.487,480,243,3,1,478,32,510,1,3.034e-71,2597
"60_FUN000935T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A6A6H5I8-F1-model_v4",185,0.391,472,283,3,10,479,36,505,1,7.344e-62,2213
"92_FUN001675T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A6A7ARW9-F1-model_v4",326,0.546,597,261,7,3,593,17,609,1,2.523e-91,3425
"92_FUN001675T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A6A4HEV5-F1-model_v4",238,0.402,591,327,10,20,593,8,589,1,1.386e-74,2624
"92_FUN001675T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A0K8LES4-F1-model_v4",228,0.385,591,339,10,16,593,19,598,1,9.748e-71,2494
"92_FUN001675T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A4U0XVS6-F1-model_v4",238,0.381,624,337,14,11,593,42,657,1,1.441e-69,2400
"92_FUN001675T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A0C3PKH5-F1-model_v4",152,0.247,614,402,20,25,593,14,612,1,9.814e-50,1605
"158_FUN002771T1unrelaxedrank001alphafold2ptmmodel2seed000.pdb","AF-A0A6A6P5T9-F1-model_v4",44,0.423,104,60,0,5,108,910,1013,1,2.83e-12,518
"158_FUN002771T1unrelaxedrank001alphafold2ptmmodel2seed000.pdb","AF-A0A5M9MPZ6-F1-model_v4",38,0.368,103,65,0,7,109,404,506,1,1.33e-11,506
"158_FUN002771T1unrelaxedrank001alphafold2ptmmodel2seed000.pdb","AF-G3J4S5-F1-model_v4",37,0.355,104,66,1,7,109,416,519,1,2.273e-11,488
"158_FUN002771T1unrelaxedrank001alphafold2ptmmodel2seed000.pdb","AF-A0A072PVC9-F1-model_v4",43,0.387,111,63,2,4,109,23,133,1,2.666e-12,455
"158_FUN002771T1unrelaxedrank001alphafold2ptmmodel2seed000.pdb","AF-A0A4Q4ZE45-F1-model_v4",34,0.317,107,70,1,5,108,731,837,1,2.142e-11,451
"234_FUN004133T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A2C5YVE0-F1-model_v4",33,0.144,229,133,12,4,225,66,238,1,0.0006721,159
"302_FUN005657T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A5M8Q482-F1-model_v4",135,0.513,263,109,6,1,248,57,315,1,2.576e-22,463
"302_FUN005657T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A2K9YE87-F1-model_v4",132,0.494,267,106,10,4,247,59,319,1,2.496e-20,410
"302_FUN005657T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A813GV99-F1-model_v4",12,0.142,84,66,3,153,233,74,154,0.051,8.929,24
"366_FUN006631T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A2I0S4R5-F1-model_v4",106,0.439,241,101,7,1,209,20,258,1,4.603e-24,806
"366_FUN006631T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A0F4GR13-F1-model_v4",97,0.402,241,111,5,1,209,158,397,1,2.21e-23,786
"366_FUN006631T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A1Y6LJM6-F1-model_v4",99,0.409,242,110,5,1,210,21,261,1,3.46e-23,776
"366_FUN006631T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A6G1LJS7-F1-model_v4",70,0.336,208,124,6,1,202,28,227,1,4.67e-16,525
"366_FUN006631T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A2I0RYD0-F1-model_v4",66,0.314,210,120,7,2,209,723,910,1,2.12e-15,489
"394_FUN007255T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A4Q4Q6L2-F1-model_v4",20,0.172,116,67,4,12,122,79,170,1,0.003289,115
"394_FUN007255T1unrelaxedrank001alphafold2ptm.pdb","AF-W7MMU6-F1-model_v4",15,0.12,125,89,4,2,123,57,163,1,0.007086,112
"394_FUN007255T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A3M2SRX6-F1-model_v4",13,0.116,112,81,2,12,123,60,153,1,0.007554,111
"394_FUN007255T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A4Q4Z3S6-F1-model_v4",21,0.16,131,90,6,1,128,76,189,0.998,0.01527,93
"394_FUN007255T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A251UQR0-F1-model_v4",17,0.071,237,159,13,1,210,40,242,0.277,0.1629,43
"85_FUN001458T1unrelaxedrank001alphafold2ptmmodel2seed000.pdb","AF-A0A1Y2AVJ5-F1-model_v4",132,0.281,469,267,25,4,420,22,472,1,3.032e-38,1060
"85_FUN001458T1unrelaxedrank001alphafold2ptmmodel2seed000.pdb","AF-A0A1Y2B2Z9-F1-model_v4",130,0.284,457,264,25,3,420,26,458,1,1.358e-34,958
"85_FUN001458T1unrelaxedrank001alphafold2ptmmodel2seed000.pdb","AF-A0A1E3IIY0-F1-model_v4",106,0.309,342,183,22,3,314,21,339,1,9.309e-28,826
"85_FUN001458T1unrelaxedrank001alphafold2ptmmodel2seed000.pdb","AF-A0A1E3I4W0-F1-model_v4",104,0.304,342,185,20,3,314,21,339,1,2.277e-27,815
"85_FUN001458T1unrelaxedrank001alphafold2ptmmodel2seed000.pdb","AF-M5G529-F1-model_v4",101,0.296,341,187,21,3,313,15,332,1,8.648e-26,795
"91_FUN001663T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A0F7STC2-F1-model_v4",85,0.548,155,70,0,1,155,47,201,1,2.926e-23,884
"91_FUN001663T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A2N5US34-F1-model_v4",87,0.561,155,68,0,1,155,24,178,1,7.35e-23,869
"91_FUN001663T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A180GC54-F1-model_v4",85,0.548,155,70,0,1,155,24,178,1,7.85e-23,865
"91_FUN001663T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A349DA78-F1-model_v4",79,0.509,155,72,1,1,155,1,151,1,1.165e-22,815
"91_FUN001663T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A4D4N5I4-F1-model_v4",77,0.496,155,73,2,1,155,42,191,1,2.741e-22,805
"93_FUN001704T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A3M7FU59-F1-model_v4",218,0.456,478,246,8,26,495,44,515,1,1.198e-58,2257
"93_FUN001704T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A3M7CH44-F1-model_v4",217,0.461,470,239,8,34,495,4,467,1,5.208e-58,2220
"93_FUN001704T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A6V8GYI9-F1-model_v4",189,0.377,501,290,10,1,495,370,854,1,3.986e-53,1967
"93_FUN001704T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A4Q4T9D4-F1-model_v4",178,0.381,466,275,7,25,486,3,459,1,7.217e-51,1926
"93_FUN001704T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A6V8R4L6-F1-model_v4",155,0.316,489,306,12,14,493,7,476,1,2.54e-45,1668
"342_FUN006270T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A5N6L017-F1-model_v4",49,0.242,202,115,10,15,181,235,433,1,7.191e-07,182
"342_FUN006270T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A2B7X216-F1-model_v4",44,0.198,222,118,10,18,187,286,499,1,9.167e-07,172
"342_FUN006270T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A180G8L3-F1-model_v4",31,0.19,163,110,5,17,170,420,569,1,5.664e-06,164
"342_FUN006270T1unrelaxedrank001alphafold2ptm.pdb","AF-E3KFN7-F1-model_v4",29,0.213,136,98,2,17,143,272,407,1,8.662e-06,162
"342_FUN006270T1unrelaxedrank001alphafold2ptm.pdb","AF-F4RJI2-F1-model_v4",30,0.222,135,96,2,18,143,330,464,1,8.697e-05,154
"343_FUN006271T1unrelaxedrank001alphafold2ptm.pdb","AF-W3WJ19-F1-model_v4",40,0.225,177,107,6,2,153,52,223,1,1.207e-11,500
"343_FUN006271T1unrelaxedrank001alphafold2ptm.pdb","AF-W3WUU5-F1-model_v4",36,0.208,173,110,8,2,153,31,197,1,2.754e-10,432
"343_FUN006271T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A6A6IHM5-F1-model_v4",36,0.198,181,108,12,2,154,23,194,1,7.828e-09,357
"343_FUN006271T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A6G1HDV5-F1-model_v4",24,0.148,162,106,9,15,155,661,811,1,0.0005096,166
"343_FUN006271T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A2M9BV95-F1-model_v4",17,0.106,160,114,11,3,155,606,743,0.887,0.05405,66
"434_FUN008015T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A1L7WPW4-F1-model_v4",13,0.104,125,91,9,5,122,90,200,0.998,0.03763,94
"434_FUN008015T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A4Q4TRC8-F1-model_v4",10,0.077,129,102,6,122,237,508,632,0.998,0.01594,94
"434_FUN008015T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A4Q4Z3S6-F1-model_v4",13,0.127,102,74,5,21,119,93,182,0.986,0.09448,81
"434_FUN008015T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A1U8QLT4-F1-model_v4",10,0.079,126,90,8,5,118,482,593,0.837,0.1544,63
"434_FUN008015T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A7C8JU78-F1-model_v4",16,0.121,132,86,10,4,120,547,663,0.837,0.1544,63
"444_FUN008218T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A4T0VE05-F1-model_v4",23,0.137,167,90,7,2,116,28,192,1,0.005868,138
"444_FUN008218T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A3M7M8C2-F1-model_v4",26,0.154,168,88,8,1,116,144,309,1,0.01066,134
"444_FUN008218T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A439DC96-F1-model_v4",26,0.152,170,86,9,1,116,182,347,1,0.02771,127
"444_FUN008218T1unrelaxedrank001alphafold2ptm.pdb","AF-W9CPR4-F1-model_v4",27,0.158,170,85,9,1,116,182,347,1,0.03122,122
"444_FUN008218T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A7X4Y0F9-F1-model_v4",10,0.084,118,87,4,9,119,51,154,0.196,2.165,39
"472_FUN008809T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A4S8SXU7-F1-model_v4",26,0.252,103,59,7,21,114,351,444,1,2.438e-06,234
"472_FUN008809T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A6A6EZB6-F1-model_v4",25,0.255,98,67,5,20,114,316,410,1,1.473e-05,233
"472_FUN008809T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A4S9HI98-F1-model_v4",26,0.252,103,59,7,21,114,351,444,1,3.099e-06,230
"472_FUN008809T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A4V4K3D9-F1-model_v4",26,0.252,103,59,7,21,114,351,444,1,3.71e-06,228
"472_FUN008809T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A814MPK0-F1-model_v4",9,0.097,92,71,3,29,114,17,102,1,0.0174,108
"473_FUN008830T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A1W9VTK2-F1-model_v4",20,0.144,138,106,6,58,191,587,716,1,1.961e-06,220
"473_FUN008830T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A4R6MXZ4-F1-model_v4",23,0.169,136,96,8,60,190,109,232,1,4.949e-06,209
"473_FUN008830T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A661ZIP8-F1-model_v4",18,0.13,138,110,5,58,191,701,832,1,1.113e-05,195
"473_FUN008830T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A7C2TG21-F1-model_v4",24,0.154,155,111,11,46,190,49,193,1,0.0001504,165
"473_FUN008830T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A3D3HF20-F1-model_v4",19,0.138,137,103,6,58,187,51,179,1,0.000134,165
"601_FUN010647T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A7C8GXG9-F1-model_v4",21,0.142,147,115,6,46,188,326,465,1,4.344e-09,311
"601_FUN010647T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A2T5M4Z2-F1-model_v4",20,0.137,145,118,6,46,188,326,465,1,1.342e-08,305
"601_FUN010647T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A524PH72-F1-model_v4",18,0.12,149,123,6,46,189,27,172,1,1.359e-07,256
"601_FUN010647T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A4U3LLZ9-F1-model_v4",27,0.187,144,108,5,50,188,319,458,1,2.461e-07,249
"601_FUN010647T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A7R7EKR9-F1-model_v4",21,0.136,154,116,9,46,189,676,822,1,7.163e-07,203
"161_FUN002960T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-M5CC50-F1-model_v4",24,0.104,229,127,13,6,221,1,164,1,0.0005039,159
"161_FUN002960T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A0A1UJG8-F1-model_v4",24,0.103,233,137,12,5,227,58,228,1,0.0003215,153
"161_FUN002960T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-G8S6Y6-F1-model_v4",36,0.146,245,120,14,1,223,192,369,1,0.0001734,145
"161_FUN002960T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A0A1UK97-F1-model_v4",24,0.105,228,133,11,7,225,63,228,1,0.00117,144
"161_FUN002960T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A820QVP5-F1-model_v4",31,0.133,233,127,11,4,223,98,268,1,0.0002052,141
"164_FUN003040T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A178CLW4-F1-model_v4",35,0.472,74,39,0,3,76,23,96,1,2.395e-05,282
"164_FUN003040T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A0D2AVK1-F1-model_v4",26,0.356,73,47,0,3,75,25,97,1,0.0001056,254
"164_FUN003040T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-X0KSC7-F1-model_v4",28,0.373,75,47,0,3,77,20,94,1,0.0001056,252
"164_FUN003040T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-U4L0N7-F1-model_v4",29,0.397,73,44,0,3,75,22,94,1,0.000142,237
"164_FUN003040T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A4Y7TFY0-F1-model_v4",26,0.346,75,49,0,3,77,23,97,1,0.0002027,221
"165_FUN003097T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A0D1XMT6-F1-model_v4",84,0.245,342,221,14,2,324,99,422,1,4.332e-27,940
"165_FUN003097T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A179H365-F1-model_v4",77,0.227,339,223,15,10,324,96,419,1,1.975e-25,899
"165_FUN003097T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A2B7YGS7-F1-model_v4",77,0.215,358,219,15,3,324,72,403,1,9.718e-26,890
"165_FUN003097T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A1Y2WPJ3-F1-model_v4",80,0.241,331,209,15,15,324,88,397,1,7.647e-24,829
"165_FUN003097T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A512UD75-F1-model_v4",64,0.182,351,230,19,4,324,33,356,1,3.267e-21,730
"166_FUN003101T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A420NY89-F1-model_v4",16,0.372,43,27,0,36,78,70,112,1,0.02241,149
"166_FUN003101T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A0D2Y3L3-F1-model_v4",15,0.348,43,28,0,36,78,70,112,1,0.03236,141
"166_FUN003101T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A2A6BVN9-F1-model_v4",24,0.352,68,39,2,9,76,5,67,1,0.002191,133
"166_FUN003101T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-N4UA79-F1-model_v4",19,0.38,50,29,2,29,77,27,75,1,0.02108,130
"166_FUN003101T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A6A6JMI9-F1-model_v4",14,0.318,44,30,0,36,79,19,62,1,0.3519,110
"168_FUN003124T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A0G2EMW1-F1-model_v4",171,0.415,412,183,11,3,371,51,447,1,3.931e-42,1655
"168_FUN003124T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A4S8ZDK6-F1-model_v4",152,0.385,394,207,9,1,371,82,463,1,1.222e-41,1619
"168_FUN003124T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A1V6NMQ9-F1-model_v4",130,0.329,394,218,13,2,369,29,402,1,1.298e-38,1461
"168_FUN003124T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A1F5LM34-F1-model_v4",131,0.335,391,226,13,1,371,21,397,1,1.735e-37,1414
"168_FUN003124T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A2I2GEH8-F1-model_v4",127,0.321,395,225,17,1,371,4,379,1,6.927e-38,1408
"171_FUN003140T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A6V8H8J1-F1-model_v4",356,0.595,599,238,4,1,597,23,618,1,1.158e-102,3819
"171_FUN003140T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A420RG73-F1-model_v4",277,0.458,604,307,9,1,598,51,640,1,6.15e-86,3045
"171_FUN003140T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A367LR47-F1-model_v4",268,0.442,606,320,9,1,598,26,621,1,2.924e-83,2962
"171_FUN003140T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A559MHE7-F1-model_v4",267,0.445,599,303,13,5,598,46,620,1,6.501e-79,2717
"171_FUN003140T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A5N7BXL9-F1-model_v4",264,0.554,476,209,2,124,598,1,474,1,5.474e-71,2487
"179_FUN003237T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A1V8V0E0-F1-model_v4",254,0.515,493,233,5,1,490,16,505,1,3.478e-69,2722
"179_FUN003237T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A0N1H0H2-F1-model_v4",213,0.429,496,259,13,1,490,20,497,1,6.712e-58,2156
"179_FUN003237T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-U7Q814-F1-model_v4",200,0.395,506,279,13,1,490,16,510,1,1.16e-55,2078
"179_FUN003237T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A218Z1G1-F1-model_v4",176,0.356,493,302,6,1,490,21,501,1,1.966e-54,2038
"179_FUN003237T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A428UJU1-F1-model_v4",116,0.418,277,157,3,215,490,6,279,1,5.111e-27,999
"322_FUN005824T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A559M7G4-F1-model_v4",245,0.625,392,139,3,2,385,7,398,1,7.832e-58,2339
"322_FUN005824T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A420IS96-F1-model_v4",231,0.59,391,152,4,1,384,56,445,1,2.427e-56,2268
"322_FUN005824T1unrelaxedrank001alphafold2ptm.pdb","AF-U1GK12-F1-model_v4",228,0.596,382,149,4,2,381,36,414,1,1.963e-53,2119
"322_FUN005824T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A6G1L2L5-F1-model_v4",190,0.492,386,182,7,2,378,52,432,1,2.861e-47,1828
"322_FUN005824T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A5M8Q0R0-F1-model_v4",191,0.645,296,99,2,2,291,36,331,1,9.419e-42,1609
"325_FUN005892T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A1V1TF11-F1-model_v4",95,0.608,156,61,0,1,156,20,175,1,1.838e-22,1024
"325_FUN005892T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A439CRK1-F1-model_v4",95,0.608,156,61,0,1,156,163,318,1,1.939e-20,922
"325_FUN005892T1unrelaxedrank001alphafold2ptm.pdb","AF-T5A3L0-F1-model_v4",93,0.596,156,63,0,1,156,19,174,1,4.07e-20,913
"325_FUN005892T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A0D2PCM5-F1-model_v4",88,0.571,154,66,0,3,156,23,176,1,2.215e-19,883
"325_FUN005892T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A0D6EIT9-F1-model_v4",70,0.451,155,85,0,1,155,24,178,1,8.774e-19,855
"37_FUN000626T1unrelaxedrank001alphafold2ptmmodel1seed000.pdb","AF-A0A2T3AXE3-F1-model_v4",81,0.496,163,67,3,2,149,22,184,1,3.987e-22,796
"37_FUN000626T1unrelaxedrank001alphafold2ptmmodel1seed000.pdb","AF-A0A6A6GXA8-F1-model_v4",63,0.428,147,83,1,1,147,15,160,1,6.475e-21,792
"37_FUN000626T1unrelaxedrank001alphafold2ptmmodel1seed000.pdb","AF-A0A3N4IME9-F1-model_v4",69,0.482,143,74,0,6,148,1,143,1,2.863e-20,755
"37_FUN000626T1unrelaxedrank001alphafold2ptmmodel1seed000.pdb","AF-C1H3C1-F1-model_v4",69,0.453,152,79,2,1,149,37,187,1,5.659e-20,705
"37_FUN000626T1unrelaxedrank001alphafold2ptmmodel1seed000.pdb","AF-C0SEI8-F1-model_v4",70,0.479,146,72,2,4,149,1,142,1,1.726e-19,677
"462_FUN008596T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A2K0TQW1-F1-model_v4",82,0.312,262,151,9,2,258,40,277,1,1.181e-19,648
"462_FUN008596T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A5M3MMY0-F1-model_v4",74,0.286,258,154,9,2,254,20,252,1,2.432e-19,640
"462_FUN008596T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A4S3JAS3-F1-model_v4",77,0.29,265,157,10,2,258,25,266,1,2.583e-19,621
"462_FUN008596T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A317XVD0-F1-model_v4",48,0.177,270,180,16,2,254,99,343,1,9.991e-13,384
"462_FUN008596T1unrelaxedrank001alphafold2ptm.pdb","AF-V2XY00-F1-model_v4",53,0.197,268,172,14,1,256,177,413,1,1.271e-12,378
"563_FUN010088T1unrelaxedrank001alphafold2ptm.pdb","AF-Q2HDI8-F1-model_v4",55,0.39,141,61,4,9,124,143,283,1,1.063e-13,491
"563_FUN010088T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A0D1XIR7-F1-model_v4",66,0.397,166,52,5,9,126,92,257,1,2.728e-13,478
"563_FUN010088T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A2V5GYV4-F1-model_v4",49,0.382,128,57,5,9,114,98,225,1,4.07e-12,415
"563_FUN010088T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A5N6TI75-F1-model_v4",51,0.331,154,67,7,9,126,95,248,1,1.045e-11,410
"563_FUN010088T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A167X9F6-F1-model_v4",45,0.302,149,73,8,8,126,174,321,1,5.355e-11,385
"566_FUN010126T2unrelaxedrank001alphafold2ptm.pdb","AF-A0A5N5DA29-F1-model_v4",92,0.375,245,130,10,2,236,19,250,1,2.919e-17,655
"566_FUN010126T2unrelaxedrank001alphafold2ptm.pdb","AF-A0A4Q4TCS7-F1-model_v4",74,0.28,264,154,11,2,236,35,291,1,1.482e-15,577
"566_FUN010126T2unrelaxedrank001alphafold2ptm.pdb","AF-A0A6A5YC36-F1-model_v4",76,0.315,241,133,10,4,236,46,262,1,1.701e-11,412
"566_FUN010126T2unrelaxedrank001alphafold2ptm.pdb","AF-A0A072PZ23-F1-model_v4",52,0.181,287,163,14,2,238,5,269,1,4.237e-07,244
"566_FUN010126T2unrelaxedrank001alphafold2ptm.pdb","AF-A0A072P8K2-F1-model_v4",39,0.131,296,179,17,2,238,18,294,1,1.171e-05,202
"56_FUN000850T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A6G1ITF1-F1-model_v4",34,0.255,133,55,6,2,128,40,134,1,0.0008497,109
"56_FUN000850T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-J3PGZ1-F1-model_v4",50,0.223,224,92,9,1,147,31,249,1,0.0002212,102
"56_FUN000850T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A517L7G4-F1-model_v4",45,0.188,239,92,16,3,148,66,295,0.99,0.004085,83
"570_FUN010170T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A5M8P4M8-F1-model_v4",31,0.21,147,112,2,7,151,429,573,1,2.28e-10,474
"570_FUN010170T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A1M3M846-F1-model_v4",38,0.245,155,102,6,6,151,175,323,1,1.743e-09,420
"570_FUN010170T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A1Q3M7K9-F1-model_v4",29,0.175,165,115,5,6,151,406,568,1,1.077e-09,417
"570_FUN010170T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A7C6G0V7-F1-model_v4",22,0.151,145,115,7,11,151,429,569,1,3.489e-07,334
"570_FUN010170T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A2R6VZ15-F1-model_v4",16,0.112,142,118,4,11,150,186,321,1,2.667e-06,257
"571_FUN010179T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A395IMC3-F1-model_v4",277,0.678,408,125,2,311,712,13,420,1,1.698e-64,2493
"571_FUN010179T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A6V8HQF3-F1-model_v4",184,0.479,384,192,4,335,712,29,410,1,2.578e-49,1917
"571_FUN010179T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A7H8RGX4-F1-model_v4",197,0.475,414,202,5,310,712,590,999,1,8.317e-51,1843
"571_FUN010179T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A1L9SAL5-F1-model_v4",176,0.432,407,218,6,310,712,6,403,1,2.727e-49,1803
"571_FUN010179T1unrelaxedrank001alphafold2ptm.pdb","AF-B8MMH0-F1-model_v4",188,0.457,411,206,5,315,712,5,411,1,1.956e-48,1763
"136_FUN002423T1unrelaxedrank001alphafold2ptmmodel5seed000.pdb","AF-A0A1H7K2G1-F1-model_v4",4,0.114,35,31,0,6,40,19,53,0.747,1.535,59
"136_FUN002423T1unrelaxedrank001alphafold2ptmmodel5seed000.pdb","AF-A0A099I262-F1-model_v4",2,0.064,31,29,0,12,42,40,70,0.353,3.083,46
"136_FUN002423T1unrelaxedrank001alphafold2ptmmodel5seed000.pdb","AF-A0A6A0AP14-F1-model_v4",5,0.135,37,32,0,6,42,16,52,0.233,4.075,41
