Orthogroup	AOBU01 Cyphellophora europaea	Acastr1 Acarospora strigata	Altal1 Alternaria alternata	Amamu1 Amanita muscaria	Artol1 Arthrobotrys oligospora	Ascim1 Ascobolus immersus	Aspni Aspergillus niger CBS 513.88	Aurpu Aureobasidium pullulans var. melanogenum	CAJPDR01 Alectoria fallacina	Capcor1 Capronia coronata	Claba1 Cladophialophora bantiana CBS 173.52	Clagr3 Cladonia grayi	Cocpo1 Coccidioides posadasii	Dibbae1 Dibaeis baeomyces 	EndpusZ1 Endocarpon pusillum	Erypu1 Erysiphe pulchra	Exoaq1 Exophiala aquamarina	Fonmu1 Fonsecaea multimorphosa	Fusgr1 Fusarium graminearum	GTX0466.bin.15.proteins GTX0466.bin.15.proteins	GTX0486 GTX0486_487.bin.100.proteins	GTX0494.bin.19.proteins GTX0494.bin.19.proteins	Grascr1 Graphis scripta	JALAHW01 Teloschistes peruensis	JALAIA01 Xanthoria mediterranea	JALAII01 Xanthoria aureola	JALAIK01 Xanthoria steineri	JALAIP01 Caloplaca aegaea	JAPDRQ01 Knufia sp. JES_112	JAPETI01 Alyxoria varia	JAPETN01 Candelaria pacifica	JAPETP01 Candelina mexicana	JAPETR01 Chrysothrix sp. TS-e1954	JAPETW01 Lichina confinis	JAPEUD01 Sarea resinae	JAPEUF01 Thelocarpon impressellum	Monha1 Monacrosporium haptotylum	Morco1 Morchella importuna	Neucr Neurospora crassa trp3	Penexp1 Penicillium expansum	Phach1 Phaeomoniella chlamydospora	Podan3 Podospora anserina	PseVKM4520 Pseudogymnoascus sp. VKM F-4520	SacceM3707 Saccharomyces cerevisiae	Sclsc1 Sclerotinia sclerotiorum	Umbpus1 Lassalia pustulata	Xanthoria parietina genome from this paper	coassembly.bin.376.proteins coassembly.bin.376.proteins	coassembly.bin.378.proteins coassembly.bin.378.proteins	coassembly.bin.64.proteins coassembly.bin.64.proteins	coassembly.bin.76.proteins coassembly.bin.76.proteins
OG0002538	XP_008717047.1	jgi|Acastr1|122355|AST1_001375-RA	jgi|Altal1|946495|e_gw1.25.229.1	jgi|Amamu1|14230|gm1.8240_g	jgi|Artol1|8501|AOL_s00112g120m.01	jgi|Ascim1|414479|fgenesh1_RNNotator_kg.32_#_1_#_Locus6108v1rpkm19.39	jgi|Aspni_DSM_1|165091|An12g07910m.01	jgi|Aurpu_var_mel1|55866|e_gw1.23.332.1	CAF9908444.1	jgi|Capcor1|101097|A1O1_08285T0	jgi|Claba1|127642|Z519_00022T0	jgi|Clagr3|2672|CLAGR_002943-RA	jgi|Cocpo1_1|4250|XM_003069203.1	jgi|Dibbae1|3294|DIBA_006164-RA	jgi|EndpusZ1|9018|EPUS_05278T0	jgi|Erypu1|3817|transcript_POS86355	jgi|Exoaq1|6002|A1O9_03532T0	jgi|Fonmu1|6216|Z520_10029T0	jgi|Fusgr1|9575|FGSG_08658T0	GTX0466b15_008455-T1	GTX0486b100_005801-T1	GTX0494b19_000456-T1	jgi|Grascr1|3850|GST1_000239-RA	KAI4105292.1	KAI4111812.1	KAI4239415.1	KAI4229788.1	KAI4288340.1	KAJ9657665.1	KAI9656641.1	KAI9716793.1	KAI9697431.1	KAI9725732.1	KAI9753383.1	KAI9838898.1	KAI9823456.1	jgi|Monha1|9053|H072_9480m.01	jgi|Morco1|505037|estExt_Genewise1.C_180332	jgi|Neucr_trp3_1|169|Neucr2.NCU07440T0	jgi|Penexp1|8525|PEXP_069850T0	jgi|Phach1|2755|rna2754	jgi|Podan3|203211|mRNA_2039	jgi|PseVKM4520_1|4007|transcript_KFZ14186	jgi|SacceM3707_1|32692|fgenesh1_kg.4_#_289_#_NP_015303.1	jgi|Sclsc1|12569|SS1G_05598T0	jgi|Umbpus1|104520|LPUS_11313T0	FUN_000775_T1_FUN_000775	coassemb376_007807-T1	coassemb378_005854-T1	coassemb64_005174-T1	coassemb76_006740-T1
OG0002542	XP_008717090.1	jgi|Acastr1|123478|AST1_000920-RA	jgi|Altal1|1042124|estExt_fgenesh1_pm.C_160063	jgi|Amamu1|65297|e_gw1.1.1380.1	jgi|Artol1|9611|AOL_s00188g11m.01	jgi|Ascim1|413932|fgenesh1_RNNotator_kg.25_#_73_#_Locus1720v1rpkm93.59	jgi|Aspni_DSM_1|158854|An04g01650m.01	jgi|Aurpu_var_mel1|48823|e_gw1.10.873.1	CAF9941472.1	jgi|Capcor1|101149|A1O1_08337T0	jgi|Claba1|135283|Z519_02145T0	jgi|Clagr3|5599|CLAGR_004885-RA	jgi|Cocpo1_1|3300|XM_003068253.1	jgi|Dibbae1|12198|DIBA_002819-RA	jgi|EndpusZ1|2058|EPUS_00762T0	jgi|Erypu1|6328|transcript_POS84824	jgi|Exoaq1|5859|A1O9_03387T0	jgi|Fonmu1|7636|Z520_10608T0	jgi|Fusgr1|1906|FGSG_01653T0	GTX0466b15_004229-T1	GTX0486b100_002653-T1	GTX0494b19_007269-T1	jgi|Grascr1|9228|GST1_004143-RA	KAI4102406.1	KAI4104101.1	KAI4234060.1	KAI4221175.1	KAI4286901.1	KAJ9663557.1	KAI9671712.1	KAI9710201.1	KAI9701587.1	KAI9716032.1	KAI9755253.1	KAI9828577.1	KAI9829011.1	jgi|Monha1|2787|H072_2792m.01	jgi|Morco1|607358|estExt_Genemark1.C_400089	jgi|Neucr_trp3_1|2915|Neucr2.NCU03343T0	jgi|Penexp1|4369|PEXP_035110T0	jgi|Phach1|5312|rna5311	jgi|Podan3|206040|mRNA_4868	jgi|PseVKM4520_1|1360|transcript_KFZ19054	jgi|SacceM3707_1|36167|fgenesh1_kg.11_#_218_#_Locus1632v1rpkm55.33	jgi|Sclsc1|10903|SS1G_03932T0	jgi|Umbpus1|104885|LPUS_11714T0	FUN_008151_T1_FUN_008151	coassemb376_006565-T1	coassemb378_006983-T1	coassemb64_000483-T1	coassemb76_003360-T1
OG0002545	XP_008717106.1	jgi|Acastr1|127187|AST1_008842-RA	jgi|Altal1|1072236|MIX4134_2805_100	jgi|Amamu1|985682|CE784445_13647	jgi|Artol1|11129|AOL_s00215g576m.01	jgi|Ascim1|411333|fgenesh1_RNNotator_kg.6_#_34_#_Locus4231v1rpkm35.43	jgi|Aspni_DSM_1|166640|An15g01160m.01	jgi|Aurpu_var_mel1|42544|e_gw1.4.80.1	CAF9928269.1	jgi|Capcor1|100185|A1O1_07365T0	jgi|Claba1|135900|Z519_02763T0	jgi|Clagr3|1285|CLAGR_001270-RA	jgi|Cocpo1_1|7145|XM_003072098.1	jgi|Dibbae1|121|DIBA_000247-RA	jgi|EndpusZ1|7856|EPUS_04025T0	jgi|Erypu1|4356|transcript_POS86051	jgi|Exoaq1|5511|A1O9_03035T0	jgi|Fonmu1|2870|Z520_07506T0	jgi|Fusgr1|7064|FGSG_06101T0	GTX0466b15_000787-T1	GTX0486b100_003574-T1	GTX0494b19_004721-T1	jgi|Grascr1|12974|GST1_005457-RA	KAI4109465.1	KAI4091392.1	KAI4233065.1	KAI4221669.1	KAI4282638.1	KAJ9664325.1	KAI9672244.1	KAI9718881.1	KAI9697999.1	KAI9727172.1	KAI9754966.1	KAI9832523.1	KAI9822253.1	jgi|Monha1|4798|H072_4900m.01	jgi|Morco1|609366|estExt_Genemark1.C_750020	jgi|Neucr_trp3_1|7382|Neucr2.NCU03808T0	jgi|Penexp1|5964|PEXP_012730T0	jgi|Phach1|4181|rna4180	jgi|Podan3|205099|mRNA_3927	jgi|PseVKM4520_1|8844|transcript_KFZ03918	jgi|SacceM3707_1|32038|fgenesh1_kg.3_#_301_#_NP_013847.1	jgi|Sclsc1|2385|SS1G_08841T0	jgi|Umbpus1|102649|LPUS_09231T0	FUN_008827_T1_FUN_008827	coassemb376_006892-T1	coassemb378_002200-T1	coassemb64_003802-T1	coassemb76_002863-T1
OG0002552	XP_008717240.1	jgi|Acastr1|122451|AST1_006341-RA	jgi|Altal1|95536|CE95535_5940	jgi|Amamu1|67567|e_gw1.3.1032.1	jgi|Artol1|961|AOL_s00006g301m.01	jgi|Ascim1|229612|estExt_Genewise1.C_1060009	jgi|Aspni_DSM_1|166156|An14g03710m.01	jgi|Aurpu_var_mel1|48910|e_gw1.10.827.1	CAF9940217.1	jgi|Capcor1|100367|A1O1_07550T0	jgi|Claba1|135628|Z519_02491T0	jgi|Clagr3|2070|CLAGR_002058-RA	jgi|Cocpo1_1|1342|XM_003066294.1	jgi|Dibbae1|6255|DIBA_010243-RA	jgi|EndpusZ1|2310|EPUS_01962T0	jgi|Erypu1|6288|transcript_POS84851	jgi|Exoaq1|5552|A1O9_03077T0	jgi|Fonmu1|1600|Z520_06232T0	jgi|Fusgr1|2825|FGSG_02470T0	GTX0466b15_003926-T1	GTX0486b100_003893-T1	GTX0494b19_006488-T1	jgi|Grascr1|5109|GST1_010408-RA	KAI4095158.1	KAI4086493.1	KAI4227117.1	KAI4222914.1	KAI4286459.1	KAJ9651254.1	KAI9652287.1	KAI9724090.1	KAI9705594.1	KAI9725232.1	KAI9752360.1	KAI9830628.1	KAI9813700.1	jgi|Monha1|9921|H072_10452m.01	jgi|Morco1|509482|estExt_Genewise1.C_400024	jgi|Neucr_trp3_1|6746|Neucr2.NCU05194T0	jgi|Penexp1|2792|PEXP_089210T0	jgi|Phach1|3144|rna3143	jgi|Podan3|203704|mRNA_2532	jgi|PseVKM4520_1|6565|transcript_KFZ09632	jgi|SacceM3707_1|34197|fgenesh1_kg.6_#_507_#_NP_011314.2	jgi|Sclsc1|8431|SS1G_13854T0	jgi|Umbpus1|103520|LPUS_10146T0	FUN_002940_T1_FUN_002940	coassemb376_007024-T1	coassemb378_010581-T1	coassemb64_001985-T1	coassemb76_005678-T1
OG0002555	XP_008717293.1	jgi|Acastr1|119269|AST1_001468-RA	jgi|Altal1|968752|estExt_Genewise1.C_18_t10047	jgi|Amamu1|65586|e_gw1.1.1480.1	jgi|Artol1|11117|AOL_s00215g564m.01	jgi|Ascim1|413208|fgenesh1_RNNotator_kg.18_#_113_#_Locus2770v1rpkm58.50	jgi|Aspni_DSM_1|166550|An15g00270m.01	jgi|Aurpu_var_mel1|82061|gm1.2457_g	CAF9941934.1	jgi|Capcor1|101450|A1O1_08641T0	jgi|Claba1|135386|Z519_02248T0	jgi|Clagr3|1373|CLAGR_001356-RA	jgi|Cocpo1_1|6166|XM_003071119.1	jgi|Dibbae1|10546|DIBA_000497-RA	jgi|EndpusZ1|8842|EPUS_06793T0	jgi|Erypu1|3588|transcript_POS82315	jgi|Exoaq1|5815|A1O9_03343T0	jgi|Fonmu1|7573|Z520_10545T0	jgi|Fusgr1|8335|FGSG_07200T0	GTX0466b15_004148-T1	GTX0486b100_005976-T1	GTX0494b19_003055-T1	jgi|Grascr1|1935|GST1_007604-RA	KAI4109522.1	KAI4092511.1	KAI4239281.1	KAI4229324.1	KAI4290192.1	KAJ9664397.1	KAI9672139.1	KAI9718942.1	KAI9697933.1	KAI9710387.1	KAI9751391.1	KAI9826237.1	KAI9826828.1	jgi|Monha1|4809|H072_4911m.01	jgi|Morco1|580065|gm1.10841_g	jgi|Neucr_trp3_1|7719|Neucr2.NCU10467T0	jgi|Penexp1|7099|PEXP_076350T0	jgi|Phach1|1990|rna1989	jgi|Podan3|204136|mRNA_2964	jgi|PseVKM4520_1|7757|transcript_KFZ07797	jgi|SacceM3707_1|31648|fgenesh1_kg.2_#_658_#_NP_014547.1	jgi|Sclsc1|433|SS1G_00433T0	jgi|Umbpus1|106878|LPUS_05090T0	FUN_008753_T1_FUN_008753	coassemb376_006740-T1	coassemb378_002540-T1	coassemb64_001000-T1	coassemb76_010109-T1
OG0002561	XP_008717342.1	jgi|Acastr1|119263|AST1_001462-RA	jgi|Altal1|931446|e_gw1.6.636.1	jgi|Amamu1|68144|e_gw1.3.41.1	jgi|Artol1|4238|AOL_s00076g334m.01	jgi|Ascim1|417113|fgenesh1_RNNotator_kg.83_#_29_#_Locus1799v1rpkm90.02	jgi|Aspni_DSM_1|166545|An15g00220m.01	jgi|Aurpu_var_mel1|64509|fgenesh1_pg.5_#_371	CAF9926884.1	jgi|Capcor1|101329|A1O1_08519T0	jgi|Claba1|135487|Z519_02349T0	jgi|Clagr3|1363|CLAGR_001346-RA	jgi|Cocpo1_1|6174|XM_003071127.1	jgi|Dibbae1|5389|DIBA_006669-RA	jgi|EndpusZ1|275|EPUS_04161T0	jgi|Erypu1|5665|transcript_POS87795	jgi|Exoaq1|5654|A1O9_03180T0	jgi|Fonmu1|1455|Z520_06086T0	jgi|Fusgr1|8292|FGSG_07165T0	GTX0466b15_000928-T1	GTX0486b100_003326-T1	GTX0494b19_003066-T1	jgi|Grascr1|13018|GST1_005547-RA	KAI4109530.1	KAI4098118.1	KAI4238871.1	KAI4229314.1	KAI4290182.1	KAJ9651935.1	KAI9652971.1	KAI9718953.1	KAI9697923.1	KAI9721128.1	KAI9747806.1	KAI9826228.1	KAI9826817.1	jgi|Monha1|4146|H072_4185m.01	jgi|Morco1|557029|estExt_fgenesh1_pm.C_60100	jgi|Neucr_trp3_1|8086|Neucr2.NCU04097T0	jgi|Penexp1|7104|PEXP_076400T0	jgi|Phach1|4264|rna4263	jgi|Podan3|205013|mRNA_3841	jgi|PseVKM4520_1|8139|transcript_KFZ24565	jgi|SacceM3707_1|37734|fgenesh1_kg.17_#_159_#_NP_116625.1	jgi|Sclsc1|2297|SS1G_08753T0	jgi|Umbpus1|106913|LPUS_05125T0	FUN_008740_T1_FUN_008740	coassemb376_007120-T1	coassemb378_006944-T1	coassemb64_004877-T1	coassemb76_007418-T1
OG0002567	XP_008717398.1	jgi|Acastr1|124032|AST1_007553-RA	jgi|Altal1|961963|estExt_Genewise1.C_9_t20157	jgi|Amamu1|123224|estExt_Genewise1Plus.C_120077	jgi|Artol1|11217|AOL_s00215g664m.01	jgi|Ascim1|410825|fgenesh1_RNNotator_kg.3_#_265_#_Locus5744v1rpkm21.89	jgi|Aspni_DSM_1|158404|An03g04120m.01	jgi|Aurpu_var_mel1|38937|e_gw1.2.734.1	CAF9929867.1	jgi|Capcor1|101289|A1O1_08479T0	jgi|Claba1|135528|Z519_02390T0	jgi|Clagr3|6000|CLAGR_006093-RA	jgi|Cocpo1_1|4526|XM_003069479.1	jgi|Dibbae1|4053|DIBA_007018-RA	jgi|EndpusZ1|8020|EPUS_01080T0	jgi|Erypu1|442|transcript_POS84196	jgi|Exoaq1|5624|A1O9_03150T0	jgi|Fonmu1|1494|Z520_06125T0	jgi|Fusgr1|2409|FGSG_02105T0	GTX0466b15_000912-T1	GTX0486b100_003018-T1	GTX0494b19_005147-T1	jgi|Grascr1|4412|GST1_009784-RA	KAI4103078.1	KAI4108638.1	KAI4236777.1	KAI4222665.1	KAI4285204.1	KAJ9664407.1	KAI9653361.1	KAI9710787.1	KAI9700272.1	KAI9722076.1	KAI9746839.1	KAI9837490.1	KAI9826932.1	jgi|Monha1|8807|H072_9164m.01	jgi|Morco1|536611|fgenesh1_kg.31_#_10_#_Locus4513v1rpkm30.33	jgi|Neucr_trp3_1|7016|Neucr2.NCU09673T0	jgi|Penexp1|8273|PEXP_075760T0	jgi|Phach1|4396|rna4395	jgi|Podan3|203848|mRNA_2676	jgi|PseVKM4520_1|6831|transcript_KFZ09204	jgi|SacceM3707_1|31604|fgenesh1_kg.2_#_614_#_NP_014579.1	jgi|Sclsc1|14494|SS1G_07523T0	jgi|Umbpus1|100764|LPUS_07452T0	FUN_007831_T1_FUN_007831	coassemb376_005430-T1	coassemb378_003864-T1	coassemb64_008087-T1	coassemb76_008364-T1
OG0002568	XP_008717411.1	jgi|Acastr1|119259|AST1_001458-RA	jgi|Altal1|1020900|fgenesh1_kg.11_#_344_#_Locus2493v1rpkm60.40	jgi|Amamu1|175876|fgenesh1_pg.4_#_169	jgi|Artol1|4228|AOL_s00076g324m.01	jgi|Ascim1|228278|estExt_Genewise1.C_690036	jgi|Aspni_DSM_1|166542|An15g00190m.01	jgi|Aurpu_var_mel1|51152|e_gw1.14.523.1	CAF9926872.1	jgi|Capcor1|101320|A1O1_08510T0	jgi|Claba1|135496|Z519_02358T0	jgi|Clagr3|1359|CLAGR_001342-RA	jgi|Cocpo1_1|6178|XM_003071131.1	jgi|Dibbae1|5386|DIBA_006666-RA	jgi|EndpusZ1|278|EPUS_04164T0	jgi|Erypu1|2589|transcript_POS86915	jgi|Exoaq1|5648|A1O9_03174T0	jgi|Fonmu1|1461|Z520_06092T0	jgi|Fusgr1|8490|FGSG_07331T0	GTX0466b15_000931-T1	GTX0486b100_003321-T1	GTX0494b19_003070-T1	jgi|Grascr1|13021|GST1_005550-RA	KAI4109533.1	KAI4098114.1	KAI4238874.1	KAI4229311.1	KAI4290179.1	KAJ9660682.1	KAI9652957.1	KAI9718957.1	KAI9697918.1	KAI9720100.1	KAI9747802.1	KAI9826226.1	KAI9826819.1	jgi|Monha1|4909|H072_5012m.01	jgi|Morco1|350895|CE350894_8723	jgi|Neucr_trp3_1|7599|Neucr2.NCU01179T0	jgi|Penexp1|7108|PEXP_076440T0	jgi|Phach1|4268|rna4267	jgi|Podan3|204987|mRNA_3815	jgi|PseVKM4520_1|781|transcript_KFZ20183	jgi|SacceM3707_1|31923|fgenesh1_kg.3_#_186_#_NP_013930.1	jgi|Sclsc1|2632|SS1G_09088T0	jgi|Umbpus1|106909|LPUS_05121T0	FUN_008735_T1_FUN_008735	coassemb376_004734-T1	coassemb378_010964-T1	coassemb64_003057-T1	coassemb76_006403-T1
OG0002570	XP_008717442.1	jgi|Acastr1|127252|AST1_000791-RA	jgi|Altal1|579426|CE579425_5537	jgi|Amamu1|73050|e_gw1.9.142.1	jgi|Artol1|9214|AOL_s00173g121m.01	jgi|Ascim1|213146|e_gw1.88.52.1	jgi|Aspni_DSM_1|158724|An04g00390m.01	jgi|Aurpu_var_mel1|59077|e_gw1.31.166.1	CAF9933744.1	jgi|Capcor1|100372|A1O1_07555T0	jgi|Claba1|135615|Z519_02478T0	jgi|Clagr3|5861|CLAGR_005782-RA	jgi|Cocpo1_1|3197|XM_003068150.1	jgi|Dibbae1|11263|DIBA_012539-RA	jgi|EndpusZ1|2091|EPUS_00795T0	jgi|Erypu1|370|transcript_POS84252	jgi|Exoaq1|4968|A1O9_02490T0	jgi|Fonmu1|1589|Z520_06221T0	jgi|Fusgr1|681|FGSG_00570T0	GTX0466b15_003929-T1	GTX0486b100_000059-T1	GTX0494b19_004564-T1	jgi|Grascr1|9911|GST1_003912-RA	KAI4107170.1	KAI4101927.1	KAI4237271.1	KAI4229735.1	KAI4290295.1	KAJ9662605.1	KAI9669887.1	KAI9722243.1	KAI9699017.1	KAI9727545.1	KAI9757353.1	KAI9839899.1	KAI9827529.1	jgi|Monha1|9832|H072_10346m.01	jgi|Morco1|541748|fgenesh1_pg.3_#_247	jgi|Neucr_trp3_1|5523|Neucr2.NCU07893T0	jgi|Penexp1|4210|PEXP_033510T0	jgi|Phach1|168|rna167	jgi|Podan3|205495|mRNA_4323	jgi|PseVKM4520_1|1868|transcript_KFZ18088	jgi|SacceM3707_1|35758|fgenesh1_kg.10_#_115_#_NP_013425.1	jgi|Sclsc1|5650|SS1G_01151T0	jgi|Umbpus1|106494|LPUS_04653T0	FUN_009367_T1_FUN_009367	coassemb376_007876-T1	coassemb378_004036-T1	coassemb64_006697-T1	coassemb76_006438-T1
OG0002572	XP_008717453.1	jgi|Acastr1|124507|AST1_005163-RA	jgi|Altal1|1064067|gm1.8302_g	jgi|Amamu1|1048890|MIX29969_5752_38	jgi|Artol1|4287|AOL_s00076g384m.01	jgi|Ascim1|413105|fgenesh1_RNNotator_kg.18_#_10_#_Locus3062v1rpkm52.75	jgi|Aspni_DSM_1|166680|An15g01560m.01	jgi|Aurpu_var_mel1|43060|e_gw1.4.1332.1	CAF9943425.1	jgi|Capcor1|101243|A1O1_08431T0	jgi|Claba1|135589|Z519_02452T0	jgi|Clagr3|1227|CLAGR_001212-RA	jgi|Cocpo1_1|7102|XM_003072055.1	jgi|Dibbae1|10532|DIBA_000483-RA	jgi|EndpusZ1|7821|EPUS_03989T0	jgi|Erypu1|5453|transcript_POS85365	jgi|Exoaq1|5786|A1O9_03314T0	jgi|Fonmu1|1561|Z520_06193T0	jgi|Fusgr1|6038|FGSG_05191T0	GTX0466b15_000737-T1	GTX0486b100_002056-T1	GTX0494b19_008136-T1	jgi|Grascr1|9647|GST1_012334-RA	KAI4091998.1	KAI4107811.1	KAI4231521.1	KAI4223265.1	KAI4279284.1	KAJ9659065.1	KAI9656360.1	KAI9711898.1	KAI9698025.1	KAI9728709.1	KAI9753828.1	KAI9827993.1	KAI9824781.1	jgi|Monha1|5342|H072_5454m.01	jgi|Morco1|557052|estExt_fgenesh1_pm.C_60123	jgi|Neucr_trp3_1|7231|Neucr2.NCU03661T0	jgi|Penexp1|5899|PEXP_012080T0	jgi|Phach1|6058|rna6057	jgi|Podan3|204974|mRNA_3802	jgi|PseVKM4520_1|10589|transcript_KFZ23787	jgi|SacceM3707_1|30173|fgenesh1_kg.1_#_35_#_NP_010047.1	jgi|Sclsc1|2560|SS1G_09016T0	jgi|Umbpus1|99967|LPUS_06578T0	FUN_009626_T1_FUN_009626	coassemb376_007089-T1	coassemb378_007007-T1	coassemb64_003744-T1	coassemb76_004969-T1
OG0002576	XP_008717537.1	jgi|Acastr1|124021|AST1_007542-RA	jgi|Altal1|1020155|fgenesh1_kg.9_#_419_#_Locus1405v3rpkm26.10	jgi|Amamu1|77976|e_gw1.27.105.1	jgi|Artol1|5507|AOL_s00079g281m.01	jgi|Ascim1|233368|estExt_Genewise1Plus.C_2_t10459	jgi|Aspni_DSM_1|168369|An17g01550m.01	jgi|Aurpu_var_mel1|38996|e_gw1.2.845.1	CAF9935870.1	jgi|Capcor1|101365|A1O1_08556T0	jgi|Claba1|127691|Z519_00071T0	jgi|Clagr3|5992|CLAGR_006086-RA	jgi|Cocpo1_1|4433|XM_003069386.1	jgi|Dibbae1|41|DIBA_000167-RA	jgi|EndpusZ1|8037|EPUS_01097T0	jgi|Erypu1|6177|transcript_POS84914	jgi|Exoaq1|5475|A1O9_02999T0	jgi|Fonmu1|6170|Z520_09983T0	jgi|Fusgr1|6396|FGSG_05511T0	GTX0466b15_000979-T1	GTX0486b100_004857-T1	GTX0494b19_005155-T1	jgi|Grascr1|1607|GST1_007652-RA	KAI4103087.1	KAI4108646.1	KAI4234978.1	KAI4220522.1	KAI4280959.1	KAJ9653795.1	KAI9672060.1	KAI9721518.1	KAI9700359.1	KAI9722114.1	KAI9751990.1	KAI9837482.1	KAI9810570.1	jgi|Monha1|3386|H072_3403m.01	jgi|Morco1|551892|fgenesh1_pm.8_#_46	jgi|Neucr_trp3_1|4783|Neucr2.NCU00453T0	jgi|Penexp1|8886|PEXP_081380T0	jgi|Phach1|6550|rna6549	jgi|Podan3|210969|mRNA_9797	jgi|PseVKM4520_1|1290|transcript_KFZ19205	jgi|SacceM3707_1|36928|fgenesh1_kg.14_#_114_#_NP_010744.1	jgi|Sclsc1|7025|SS1G_12448T0	jgi|Umbpus1|101796|LPUS_08547T0	FUN_007822_T1_FUN_007822	coassemb376_002792-T1	coassemb378_001331-T1	coassemb64_003542-T1	coassemb76_002197-T1
OG0002578	XP_008717566.1	jgi|Acastr1|125521|AST1_003520-RA	jgi|Altal1|563628|CE563627_3465	jgi|Amamu1|186906|fgenesh1_pm.34_#_7	jgi|Artol1|6728|AOL_s00083g198m.01	jgi|Ascim1|204118|e_gw1.5.196.1	jgi|Aspni_DSM_1|157709|An02g11920m.01	jgi|Aurpu_var_mel1|42973|e_gw1.4.580.1	CAF9917646.1	jgi|Capcor1|101135|A1O1_08323T0	jgi|Claba1|135333|Z519_02195T0	jgi|Clagr3|691|CLAGR_000682-RA	jgi|Cocpo1_1|3029|XM_003067982.1	jgi|Dibbae1|6095|DIBA_003585-RA	jgi|EndpusZ1|8628|EPUS_04658T0	jgi|Erypu1|3872|transcript_POS86326	jgi|Exoaq1|5828|A1O9_03356T0	jgi|Fonmu1|7621|Z520_10593T0	jgi|Fusgr1|2186|FGSG_01908T0	GTX0466b15_004035-T1	GTX0486b100_001682-T1	GTX0494b19_001819-T1	jgi|Grascr1|769|GST1_006920-RA	KAI4104239.1	KAI4092106.1	KAI4238410.1	KAI4227303.1	KAI4290679.1	KAJ9662642.1	KAI9658474.1	KAI9724871.1	KAI9707468.1	KAI9718183.1	KAI9751294.1	KAI9829235.1	KAI9823904.1	jgi|Monha1|2054|H072_2058m.01	jgi|Morco1|500304|estExt_Genewise1.C_50034	jgi|Neucr_trp3_1|7686|Neucr2.NCU01269T0	jgi|Penexp1|510|PEXP_055400T0	jgi|Phach1|3319|rna3318	jgi|Podan3|204132|mRNA_2960	jgi|PseVKM4520_1|9809|transcript_KFZ02821	jgi|SacceM3707_1|33915|fgenesh1_kg.6_#_225_#_NP_011512.1	jgi|Sclsc1|14156|SS1G_07185T0	jgi|Umbpus1|102451|LPUS_03171T0	FUN_001410_T1_FUN_001410	coassemb376_006153-T1	coassemb378_008695-T1	coassemb64_008146-T1	coassemb76_001247-T1
OG0002580	XP_008717601.1	jgi|Acastr1|119741|AST1_006847-RA	jgi|Altal1|1046714|estExt_fgenesh1_pg.C_2_t10479	jgi|Amamu1|80583|e_gw1.45.31.1	jgi|Artol1|8506|AOL_s00112g125m.01	jgi|Ascim1|418467|fgenesh1_RNNotator_kg.137_#_7_#_Locus526v1rpkm288.67	jgi|Aspni_DSM_1|165176|An12g08760m.01	jgi|Aurpu_var_mel1|56244|e_gw1.24.470.1	CAF9908412.1	jgi|Capcor1|100213|A1O1_07394T0	jgi|Claba1|135692|Z519_02555T0	jgi|Clagr3|9884|CLAGR_010053-RA	jgi|Cocpo1_1|4258|XM_003069211.1	jgi|Dibbae1|11944|DIBA_001118-RA	jgi|EndpusZ1|2852|EPUS_05525T0	jgi|Erypu1|2370|transcript_POS82915	jgi|Exoaq1|5300|A1O9_02823T0	jgi|Fonmu1|1669|Z520_06301T0	jgi|Fusgr1|9648|FGSG_08593T0	GTX0466b15_001089-T1	GTX0486b100_003122-T1	GTX0494b19_000466-T1	jgi|Grascr1|10976|GST1_004246-RA	KAI4105273.1	KAI4111822.1	KAI4237735.1	KAI4229796.1	KAI4290008.1	KAJ9652585.1	KAI9654307.1	KAI9716805.1	KAI9697396.1	KAI9725745.1	KAI9752811.1	KAI9838891.1	KAI9823439.1	jgi|Monha1|9047|H072_9474m.01	jgi|Morco1|505886|estExt_Genewise1.C_210229	jgi|Neucr_trp3_1|163|Neucr2.NCU07446T0	jgi|Penexp1|8561|PEXP_070210T0	jgi|Phach1|2254|rna2253	jgi|Podan3|203200|mRNA_2028	jgi|PseVKM4520_1|5217|transcript_KFZ11950	jgi|SacceM3707_1|31078|fgenesh1_kg.2_#_88_#_NP_014977.1	jgi|Sclsc1|12560|SS1G_05589T0	jgi|Umbpus1|104536|LPUS_11330T0	FUN_000784_T1_FUN_000784	coassemb376_002160-T1	coassemb378_004239-T1	coassemb64_005029-T1	coassemb76_004915-T1
